gpu_name,gpu_uuid,elapsed_seconds,nvidia_timestamp,gpu_clock_mhz,memory_clock_mhz,temperature_c,power_w,gpu_utilization_percent,memory_used_mb,throughput_tflops
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,734.67,2026/09/22 09:37:39.788,1530,7001,72,79.81,99,263,21.8803
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,739.73,2026/09/22 09:37:44.844,1537,7001,72,79.88,99,263,21.8528
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,744.78,2026/09/22 09:37:49.892,1545,7001,72,79.94,98,263,21.8253
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,749.84,2026/09/22 09:37:54.948,1545,7001,73,80.04,98,263,21.7978
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,754.89,2026/09/22 09:38:00.071,1822,7001,72,79.79,90,263,21.6604
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,760.02,2026/09/22 09:38:05.127,1537,7001,73,79.77,97,263,21.5504
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,765.08,2026/09/22 09:38:10.197,1537,7001,73,79.72,98,263,21.7428
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,770.14,2026/09/22 09:38:15.250,1530,7001,73,79.76,98,263,21.6604
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,775.19,2026/09/22 09:38:20.305,1530,7001,74,79.87,98,263,21.7978
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,780.23,2026/09/22 09:38:25.363,1530,7001,73,79.80,98,263,21.7978
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,785.3,2026/09/22 09:38:30.408,1545,7001,74,80.04,99,263,21.7978
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,790.34,2026/09/22 09:38:35.479,1545,7001,74,79.96,99,263,21.7978
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,795.41,2026/09/22 09:38:40.532,1545,7001,74,79.94,97,263,21.5504
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,800.48,2026/09/22 09:38:45.599,1537,7001,74,79.71,98,263,21.8803
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,805.53,2026/09/22 09:38:50.652,1552,7001,74,79.81,98,263,21.7978
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,810.59,2026/09/22 09:38:55.702,1537,7001,74,79.78,98,263,21.7978
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,815.66,2026/09/22 09:39:00.770,1530,7001,74,79.75,98,263,21.76
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,820.7,2026/09/22 09:39:05.823,1545,7001,74,79.66,98,263,21.7703
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,825.77,2026/09/22 09:39:10.889,1545,7001,74,79.78,98,263,21.7978
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,830.83,2026/09/22 09:39:15.938,1552,7001,74,79.95,98,263,21.7703
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,835.89,2026/09/22 09:39:21.007,1567,7001,74,78.04,52,263,21.8253
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,840.95,2026/09/22 09:39:26.066,1552,7001,74,79.77,98,263,21.7978
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,846.02,2026/09/22 09:39:31.134,1537,7001,74,79.75,98,263,21.8803
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,851.08,2026/09/22 09:39:36.196,1530,7001,74,79.80,98,263,21.7703
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,856.14,2026/09/22 09:39:41.252,1537,7001,74,79.76,99,263,21.7978
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,861.19,2026/09/22 09:39:46.300,1537,7001,74,79.81,98,263,21.7428
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,866.25,2026/09/22 09:39:51.368,1530,7001,74,79.79,98,263,21.6604
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,871.31,2026/09/22 09:39:56.443,1567,7001,74,79.94,96,263,21.7154
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,876.39,2026/09/22 09:40:01.500,1545,7001,74,79.99,98,263,21.6054
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,881.44,2026/09/22 09:40:06.552,1545,7001,74,79.77,97,263,21.4405
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,886.5,2026/09/22 09:40:11.613,1537,7001,74,79.90,97,263,21.5504
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,891.56,2026/09/22 09:40:16.667,1545,7001,75,79.81,97,263,21.6054
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,896.61,2026/09/22 09:40:21.721,1650,7001,74,79.62,96,263,21.468
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,901.67,2026/09/22 09:40:26.785,1552,7001,74,79.60,96,263,21.6054
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,906.73,2026/09/22 09:40:31.862,1537,7001,75,79.75,98,263,21.5229
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,911.81,2026/09/22 09:40:36.933,1582,7001,75,79.76,95,263,21.5779
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,916.88,2026/09/22 09:40:41.987,1747,7001,75,78.85,77,263,21.4405
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,921.92,2026/09/22 09:40:47.050,1552,7001,74,79.83,98,263,21.413
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,926.98,2026/09/22 09:40:52.102,1545,7001,75,79.82,98,263,21.303
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,932.05,2026/09/22 09:40:57.162,1530,7001,75,79.69,97,263,21.5504
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,937.11,2026/09/22 09:41:02.231,1575,7001,75,79.42,95,263,21.4955
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,942.17,2026/09/22 09:41:07.281,1560,7001,75,79.38,89,263,21.3855
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,947.22,2026/09/22 09:41:12.343,1545,7001,75,79.82,98,263,21.303
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,952.28,2026/09/22 09:41:17.411,1560,7001,75,79.83,92,263,21.468
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,957.34,2026/09/22 09:41:22.450,1545,7001,75,80.01,98,263,21.6604
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,962.39,2026/09/22 09:41:27.533,1912,7001,75,79.80,98,263,21.7703
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,967.47,2026/09/22 09:41:32.579,1537,7001,75,79.74,98,263,21.6604
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,972.53,2026/09/22 09:41:37.648,1537,7001,75,79.72,98,263,21.7978
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,977.59,2026/09/22 09:41:42.711,1537,7001,75,79.71,98,263,21.7154
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,982.66,2026/09/22 09:41:47.762,1537,7001,75,79.86,98,263,21.6879
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,987.7,2026/09/22 09:41:52.825,1545,7001,75,79.63,95,263,21.3855
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,992.77,2026/09/22 09:41:57.888,1537,7001,75,79.89,98,263,21.4405
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,997.84,2026/09/22 09:42:02.985,1560,7001,75,79.77,97,263,21.4405
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1002.94,2026/09/22 09:42:08.067,1770,7001,75,79.84,98,263,21.4405
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1008.02,2026/09/22 09:42:13.137,1560,7001,75,79.65,97,263,21.4955
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1013.08,2026/09/22 09:42:18.208,1552,7001,75,79.93,97,263,21.468
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1018.16,2026/09/22 09:42:23.274,1530,7001,75,79.63,90,263,21.4405
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1023.22,2026/09/22 09:42:28.359,1530,7001,75,79.65,96,263,21.2755
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1028.31,2026/09/22 09:42:33.443,1552,7001,75,79.84,95,263,21.1931
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1033.39,2026/09/22 09:42:38.509,1552,7001,76,79.72,95,263,21.413
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1038.45,2026/09/22 09:42:43.577,1545,7001,76,79.11,78,263,21.2481
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1043.52,2026/09/22 09:42:48.644,1605,7001,76,79.49,88,263,21.0282
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1048.59,2026/09/22 09:42:53.740,1537,7001,76,79.75,96,263,21.2206
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1053.69,2026/09/22 09:42:58.795,1552,7001,76,79.83,98,263,21.2206
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1058.73,2026/09/22 09:43:03.863,1545,7001,75,79.70,93,263,21.0831
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1063.81,2026/09/22 09:43:08.949,1530,7001,76,79.75,96,263,21.3855
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1068.89,2026/09/22 09:43:13.998,1545,7001,76,80.00,98,263,21.5229
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1073.94,2026/09/22 09:43:19.060,1762,7001,76,78.94,74,263,21.5779
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1079.02,2026/09/22 09:43:24.128,1537,7001,76,79.60,95,263,21.7154
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1084.08,2026/09/22 09:43:29.191,1530,7001,76,79.83,99,263,21.7154
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1089.14,2026/09/22 09:43:34.265,1530,7001,76,79.74,98,263,21.6054
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1094.23,2026/09/22 09:43:39.337,1515,7001,76,79.65,99,263,21.5408
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1099.28,2026/09/22 09:43:44.396,1530,7001,77,79.79,97,263,21.6329
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1104.33,2026/09/22 09:43:49.466,1530,7001,76,79.88,96,263,21.413
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1109.41,2026/09/22 09:43:54.516,1545,7001,76,79.97,97,263,21.2481
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1114.47,2026/09/22 09:43:59.616,1530,7001,75,79.66,98,263,21.2206
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1119.56,2026/09/22 09:44:04.676,1537,7001,76,79.74,98,263,21.468
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1124.62,2026/09/22 09:44:09.747,1545,7001,76,79.67,98,263,21.5504
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1129.69,2026/09/22 09:44:14.838,1537,7001,76,79.76,97,263,21.4955
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1134.78,2026/09/22 09:44:19.888,1530,7001,76,79.90,98,263,21.413
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1139.83,2026/09/22 09:44:24.956,1537,7001,76,80.07,98,263,21.4955
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1144.89,2026/09/22 09:44:30.007,1537,7001,76,80.03,93,263,21.358
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1149.95,2026/09/22 09:44:35.089,1635,7001,76,79.86,98,263,21.413
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1155.03,2026/09/22 09:44:40.140,1537,7001,76,79.65,96,263,21.468
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1160.09,2026/09/22 09:44:45.204,1537,7001,76,79.57,98,263,21.468
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1165.14,2026/09/22 09:44:50.272,1537,7001,76,79.79,97,263,21.4405
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1170.22,2026/09/22 09:44:55.346,1530,7001,76,79.80,98,263,21.4405
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1175.3,2026/09/22 09:45:00.402,1537,7001,76,79.86,98,263,21.5229
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1180.36,2026/09/22 09:45:05.472,1545,7001,76,79.90,97,263,21.4405
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1185.42,2026/09/22 09:45:10.531,1567,7001,76,79.93,97,263,21.5504
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1190.47,2026/09/22 09:45:15.591,1642,7001,76,79.81,98,263,21.6054
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1195.53,2026/09/22 09:45:20.638,1537,7001,76,79.77,98,263,21.6604
NVIDIA GeForce RTX 3060 Laptop GPU,20606811-3bb2-e6b5-ec74-b477d9c1d1d8,1200.58,2026/09/22 09:45:25.685,1530,7001,76,79.70,98,263,21.6879
